"Marca temporal","CONSENTIMIENTO INFORMADO: Otorgo mi consentimiento para que mis respuestas y la información vertida aquí pueda ser utilizada con fines científicos, académicos y de investigación, en pro de mejorar el proceso de enseñanza aprendizaje de los estudiantes, así mismo, expreso que acepto participar de manera libre y voluntaria en éste trabajo.","Grupo y Subgrupo","Sexo:","Edad (agregar solo el número, sin la palabra ""años""):","¿Participas en las sesiones de simulación del laboratorio o taller de fisiopatología?","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Experiencia en general]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Mejora de mi confianza]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Mejora de la comunicación entre compañeros]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Mejora de la comunicación con el docente]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Mis habilidades técnicas]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Mis habilidades clínicas]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Mi toma de decisiones]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Mi razonamiento]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Mi seguridad]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Mi pensamiento crítico]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Mi atención en clase]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Mi motivación para la clase]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Mi participación]","Responde sobre tu experiencia en el curso de Fisiopatología, relacionado a la simulación, tomando en cuenta elementos que se mencionan a continuación.  [Trabajo en equipo]","¿Considera que la implementación de estrategias innovadoras, como la simulación, en el proceso de enseñanza-aprendizaje en medicina resulta positiva?","¿Porqué?","De manera breve indique ¿Cuál considera que sea el inconveniente más importante al tratar de implementar el aprendizaje basado en simulación?","¿Consideras que existe una diferencia positiva en la adquisición de conocimientos al implementar la simulación?","¿Consideras que tu promedio del curso podría mejorar al implementar la simulación?","¿Consideras apropiados, positivo y pertinente seguir empleado la simulación en los cursos?","¿Consideras que la retroalimentación posterior a la simulación es indispensable (debriefing) para el logro de los objetivos?","¿Los casos simulados son coherentes con las clases de teoría?","¿Que tan importante consideras que es la capacitación docente para el logro de los objetivos en la simulación?","Algún comentario que quiera agregar para la mejora de estas clases ","De manera general, ¿En base a qué seleccionas el lugar donde te sientas en el espacio de enseñanza (aula, salón, taller, laboratorio)?","En el espacio de enseñanza del curso de Fisiopatología, las sillas permiten estar de manera cercana a tus compañeros, ¿que te parece ésta situación?","Indica cuales son los aspectos que consideras que mejoran cuando te encuentras cerca de tus compañeros, en un espacio cercano, frente a frente o a lado tuyo, como en el caso del acomodo de las sillas en el curso de Fisiopatología (puedes seleccionar más de una y/o agregar las que desees)","Indica cuales son los aspectos negativos que consideras que se presentan cuando te encuentras cerca de tus compañeros en un espacio cercano en el aula, como en el caso acomodo de las sillas en el curso de Fisiopatología"
"2025/05/21 5:51:45 p. m. GMT-6","Acepto","441-1 ","Femenino","21","Si","4 Buena","3 Regular","3 Regular","4 Buena","4 Buena","5 Excelente","5 Excelente","5 Excelente","3 Regular","5 Excelente","4 Buena","4 Buena","4 Buena","2 Mala","Completamente de acuerdo","Por que nos hace familiarizarnos con el ambiente y refuerza nuestro conocimiento acerca de la relación médico-paciente ","Ninguno","Completamente de acuerdo","Regular","Completamente de acuerdo","Completamente de acuerdo","De acuerdo","Muy importante","Que cada simulación los integrantes de cada equipo sean diferentes, así aprendemos a trabajar con todos (o por si nos arrepentimos del equipo que escogimos) ","Donde no me cause estrés","Buena estrategia","Concentración;Discusión grupal","Pues yo no me siento cómoda al estar muy muy cerca de otras personas (especial cuando casi no convivo con ellas) pero ya es personal"
"2025/05/21 5:54:49 p. m. GMT-6","Acepto","441-3","Masculino","19","Si","4 Buena","4 Buena","4 Buena","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","4 Buena","4 Buena","5 Excelente","5 Excelente","De acuerdo","te da una idea de lo que se viene en un futuro","estar haciendo todo pensando en que lo tienes que hacer muy bien y no dejar las cosas fluir, sientes como esa presion de hacer todo perfecto ","Completamente de acuerdo","De acuerdo","De acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","gracias al doctor Ontiveros por tenernos paciencia y ser un excelente docente se aprecia mucho ","Donde tengo mas compromiso","Buena estrategia","Confianza;Comunicación;Motivación;Concentración;Estado de ánimo;Compañerismo;Discusión grupal","distracciones (a veces) "
"2025/05/21 5:56:04 p. m. GMT-6","Acepto","441-2","Femenino","20","Si","4 Buena","4 Buena","4 Buena","5 Excelente","5 Excelente","5 Excelente","5 Excelente","4 Buena","3 Regular","5 Excelente","4 Buena","4 Buena","3 Regular","3 Regular","Completamente de acuerdo","Por que ayuda a que el estudiante se comprometa al 100% en el rol como médico responsable, y nos permite una visualización al futuro profesional que queremos ser.","Que durante la simulación, el estudiante sabe desde un inicio el diagnóstico, y eso promueve, en la mayoría de ocasiones, errores durante la simulación. ","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","De acuerdo","Muy importante","","Donde escucho o veo mejor","Me da igual","Confianza;Motivación;Aprendizaje significativo","Espacio reducido, chocamos o nos golpeamos "
"2025/05/21 5:59:46 p. m. GMT-6","Acepto","442-2","Masculino","20","Si","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","Porque crea un ambiente real donde no solo aprendes la teoría sino la implementas en una práctica pasiva donde no estas con el temor a equivocarte sino a aprender eh incluso aprender de los errores ","Que las personas se confíen al aprendizaje simulado y no al real ","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","Me encanto en curso, muy didactico y nuevo y real ","Donde escucho o veo mejor","Excelente idea, me encanta","Comunicación;Discusión grupal","Desconcentración "
"2025/05/21 6:01:49 p. m. GMT-6","Acepto","442-2","Femenino","20","Si","5 Excelente","4 Buena","5 Excelente","4 Buena","4 Buena","3 Regular","4 Buena","4 Buena","3 Regular","3 Regular","4 Buena","4 Buena","4 Buena","4 Buena","Completamente de acuerdo","Creo que es sumamente importante ya que nos enseña aplicar lo que vemos en teoría y sobre todo a reforzarlo para que se nos quede claro, pero sobre todo creo que es muy importante para saber cómo tratar al paciente y saber que no todos reaccionarán igual a diferentes situaciones. En lo personal me encantaría que otras generaciones pudieran llevar las simulaciones incluso un poco antes de 4to semestre, ","En mi caso, creo que lo más complicado durante las simulaciones fue el tratamiento, ya que a mí me estresaba mucho no saber si le estaba dando un buen tratamiento, o probablemente, era falta de confianza. De igual forma, tener la mente siempre abierta a que en algunos casos serán múltiples diagnósticos y no centrarnos en uno solo, que fue algo que luego aprendimos. ","De acuerdo","De acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","Creo que los simuladores fueron de lo que más nos gustó en el semestre a la mayoría, nos hacía desafiarnos y crear más confianza en nosotros. No tengo ninguna sugerencia de algo que se cambie, creo que la manera de llevar las simulaciones son muy buenas, sin embargo, me gustaría que los equipos se intercambiaran constantemente para poder trabajar con personas con diferentes puntos de vista, personalidades y actitudes, y poder trabajar/comunicarnos bien con cualquier persona. ","Donde no me cause estrés","Buena estrategia","Confianza;Comunicación;Motivación;Estado de ánimo;Compañerismo","Me parece muy bien ese acomodo, sin embargo a veces me llega abrumar o engentar el hecho de estar muy cerca de muchas personas. "
"2025/05/21 6:04:24 p. m. GMT-6","Acepto","441-2","Masculino","24","Si","5 Excelente","4 Buena","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","4 Buena","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","Ayuda a comprender mejor las situaciones y el cómo actuar en estas de mejor manera y entender también en donde cometemos errores para mejorar ","Principalmente creo que acostumbrarse a las situaciones y perderle el miedo o nerviosismo de realizar las simulaciones ","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","","Donde están mis amigos","Excelente idea, me encanta","Comunicación;Estado de ánimo;Compañerismo;Discusión grupal","Realmente no considero algún aspecto negativo"
"2025/05/21 6:04:27 p. m. GMT-6","Acepto","441-3","Femenino","22","Si","5 Excelente","5 Excelente","4 Buena","5 Excelente","5 Excelente","5 Excelente","4 Buena","4 Buena","5 Excelente","4 Buena","5 Excelente","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","Por qué así inculcamos más la participación y compañerismo entre los alumnos y es más fácil toma de decisiones ","El único inconveniente es que hay alumnos que no les gusta participar ","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","Que haya aún más casos para poder seguir poniendo en práctica lo aprendido ","Donde me concentro más","Excelente idea, me encanta","Confianza;Comunicación;Motivación;Estado de ánimo;Empatía;Compañerismo","Que en ocasiones puedo desconcentrarme "
"2025/05/21 6:04:34 p. m. GMT-6","Acepto","441-3","Femenino","21","Si","4 Buena","3 Regular","4 Buena","3 Regular","3 Regular","3 Regular","4 Buena","3 Regular","4 Buena","4 Buena","4 Buena","4 Buena","3 Regular","4 Buena","Completamente de acuerdo","te empiezas a familiarizar un poco con lo q sucederá en la vida cotidiana dentro de un hospital","no siempre se quitan los nervios y a veces puede ser un factor para no poner el mismo empeño en la simulación ","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","","Donde escucho o veo mejor","Excelente idea, me encanta","Comunicación;Compañerismo;Discusión grupal","puede haber cierta distracción "
"2025/05/21 6:09:10 p. m. GMT-6","Acepto","442- 2","Femenino","22","Si","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","4 Buena","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","Se pone en práctica lo aprendido en teoría, y profundiza en que hacer en caso de tener un paciente con cierta patología ","En lo personal, me pasó que a veces se me dificulta salir de cierto esquema que tenía a la hora de abordar un caso, pero con el paso de las simulaciones desarrollé un poco más mi pensamiento crítico en la toma de decisiones, para individualizar al paciente en el procedimiento a tomar","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","Hasta el momento veo todo en orden, me gustó la dinámica de las simulaciones, fue gratificante ","Donde sienta que no tengo distracciones visuales y ver todo el panorama","Excelente idea, me encanta","Confianza;Comunicación;Motivación;Concentración;Estado de ánimo;Aprendizaje significativo;Empatía;Compañerismo;Discusión grupal;Participación;Trabajo en equipo","Solo tuve inconvenientes a la hora de escribir ya que solo son sillas, pero por lo demás me pareció bien"
"2025/05/21 6:10:12 p. m. GMT-6","Acepto","442-1","Femenino","22","Si","5 Excelente","5 Excelente","5 Excelente","5 Excelente","4 Buena","4 Buena","4 Buena","5 Excelente","4 Buena","5 Excelente","5 Excelente","5 Excelente","4 Buena","5 Excelente","Completamente de acuerdo","Porque nos permite visualizar cómo será la atención real al paciente al momento de tratar con ellos en un futuro. También, el aplicar nuestro razonamiento clínico en un entorno en el que nos podemos sentir en confianza y con la seguridad de que si nos equivocamos, podemos aprender de nuestros errores aplicándolo en la siguiente simulación ","Personalmente, considero que sería un inconveniente el no contar con un espacio para hacerlo y el no tener personal capacitado, sin embargo, durante este semestre si lo tuvimos pudiéndonos beneficiar del aprendizaje que se obtiene a partir de la simulación ","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","Solamente me gustaría comentar que me parece muy bien el que el docente nos permita aprender libremente, le agradezco eso:)","Donde escucho o veo mejor","Buena estrategia","Confianza;Comunicación;Estado de ánimo","No considero que exista algún aspecto negativo"
"2025/05/21 6:15:42 p. m. GMT-6","Acepto","442-3","Femenino","22","Si","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","porque te ayuda a perder el miedo al tratar un paciente ","no hay ","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","Excelente implementación del parte del docente, considero que es una herramienta muy útil para nosotros como estudiantes para cuando toque en la vida real ir experimentados ","Donde están mis amigos","Buena estrategia","Comunicación;Estado de ánimo;Aprendizaje significativo;Participación","solo me duele a veces la espalda y pues también los olores que se perciben "
"2025/05/21 6:18:33 p. m. GMT-6","Acepto","442-2","Femenino","21","Si","5 Excelente","4 Buena","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","4 Buena","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","Estar actualizados en saber las diferentes formas de aprendizaje nos ayuda a integrar nuestros conocimientos e ideas, todo esto en conjunto nos resulta muy interesante de aprender ","Que muchas veces habemos personas introvertidas y tenemos la idea de que queremos hacer y lo analizamos pero a la hora de hacer la simulación los nervios nos ganan ","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","Me gustó mucho cada unas de las simulaciones que tuvimos, muchas veces los nervios nos ganan pero mejorando eso en nosotros mismos, podemos lograr mucho más ","Donde escucho o veo mejor","Buena estrategia","Confianza;Comunicación;Estado de ánimo;Compañerismo;Discusión grupal","Distraernos fácilmente platicando con los demás "
"2025/05/21 6:20:08 p. m. GMT-6","Acepto","443","Femenino","29","Si","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","Completamente de acuerdo","Por qué  en ese momento eres por primera vez el médico  y te ayuda a desarrollar tu habilidad y te pone a intentar entender lo que debes hacer y eso obliga al equipo investigar y a leer, saber que en tu próxima clase  tu papel será ser el médico  te pone a prueba ti mismo y Es un reto por que sabes que tienes que entender la enfermedad o por lo menos intentar entender  y lo mejor es que al final el profesor nos explica lo que estuvo bien y lo que necesitamos trabajar y cada práctica es una oportunidad para mejorar tu conocimiento y tu confianza contigo mismo .","No dar pistas de los errores del el primer equipo en pasar. Para que todos los equipos veamos nuestros errores y aprendamos más  ","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","","Donde me concentro más","En lo personal siempre me ha incomodado que la gente se me acerque mucho.","Me distrae hay más probabilidad de que saquen temas que no sea de la clase.","Me dificulta concentrarme. "
"2025/05/21 6:20:36 p. m. GMT-6","Acepto","442-3","Masculino","21","Si","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","Nos prepara para la realidad, y es lo que a mí puntos e vista se necesita en estos momentos de la carrera, desde el inicio ","La verdad ninguno, el simulacro es perfecto","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","La mejor clase del 4to semestre","Son los asientos que alcanzo ","Me da igual","Confianza;Comunicación;Discusión grupal;Participación;Trabajo en equipo","Depende los compañeros, aveces distraer"
"2025/05/21 6:20:58 p. m. GMT-6","Acepto","442 - 3","Masculino","21","Si","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","De acuerdo","Es un aprendizaje multifactorial, hay mas estimulos, genera un panorama inconscientemente a la mejoría de las tecnicas, habilidades y valores en mí","Es inportante realizar estas practicas para actualizar el modelo de aprendizaje y enriquecer el conocimiento","De acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","Seguir con este modelo de aprendizaje, es fundamental recibir este apoyo por parte del Dr Manuel Ontiveros y agradezco profundamente el conocimiento y las habilidades que conocí a través de este proyecto","Donde tengo mas compromiso","Buena estrategia","Confianza;Comunicación;Motivación;Concentración;Estado de ánimo;Aprendizaje significativo;Empatía;Compañerismo;Discusión grupal;Participación;Trabajo en equipo","Prejuicios "
"2025/05/21 6:28:48 p. m. GMT-6","Acepto","442-3","Masculino","19","Si","5 Excelente","5 Excelente","5 Excelente","5 Excelente","4 Buena","4 Buena","3 Regular","4 Buena","5 Excelente","4 Buena","4 Buena","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","Es fundamental la retroalimentación practica como parte del aprendizaje y mas si forma parte del ambito clinico en el que nos desenvolveremos como profesionales","que apesar de que es una herramienta que considero sumamente practica, posiblemente gran variedad de alumnos les cueste trabajo o ritmo el poner empíricamente sus conocimientos teoricos, algo que puedo decir, me costo un poco","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","De las mejores clases que eh tenido en mi formacion","Donde me sienta comodo","Excelente idea, me encanta","Comunicación;Estado de ánimo;Compañerismo;Discusión grupal;Trabajo en equipo","Puede ser la desconcentracion, aunque seria solo en casos puntuales"
"2025/05/21 6:29:49 p. m. GMT-6","Acepto","442-2","Masculino","24","Si","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","Te preparan para saber cómo responder a una situación real. Principalmente en la atención al paciente y tener una mejor agilidad mental o adaptación para saber cómo responder a diversas situaciones ","El equipo, aunque le profesor hace un trabajo más que admirable en cuanto a hacer que la simulación sea más inmersiva, en mi opinión es necesario que la universidad le brinde mejores herramientas y equipo para que pueda implementar más simulaciones. ","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","Darle más presupuesto al docente para que pueda implementar mejor su modelo educativo en base a las simulaciones ","Donde me concentro más","Excelente idea, me encanta","Confianza;Comunicación;Estado de ánimo;Aprendizaje significativo;Empatía;Compañerismo;Discusión grupal;Participación;Trabajo en equipo","Distracción "
"2025/05/21 6:33:52 p. m. GMT-6","Acepto","441-1","Femenino","21","Si","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","4 Buena","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","Porque al ser algo nuevo despierta la curiosidad de los alumnos y ayuda a encontrar nuevas formas de aprender para saber mejor que le funciona a cada uno ","El tiempo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","Las simulaciones me ayudaron mucho ha aprender las cosas ya que todo era de una forma más interactiva y la hacer las cosas se aprende mejor ","Donde me concentro más","Buena estrategia","Concentración;Discusión grupal;Trabajo en equipo","Que al ser muchos a veces me sentía algo ahogada por el poco espacio para salir "
"2025/05/21 6:39:34 p. m. GMT-6","Acepto","442-2","Femenino","21","Si","5 Excelente","5 Excelente","5 Excelente","4 Buena","5 Excelente","4 Buena","4 Buena","4 Buena","5 Excelente","4 Buena","5 Excelente","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","Ayuda a mejorar la confianza en los alumnos, y a trabajar en equipo ","La desconfianza de los alumnos  ","De acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","Sin comentarios ","Donde escucho o veo mejor","Buena estrategia","Confianza;Comunicación;Motivación;Estado de ánimo;Compañerismo","El espacio reducido al momento de querer pasar"
"2025/05/21 6:40:19 p. m. GMT-6","Acepto","442-01","Masculino","25","Si","4 Buena","4 Buena","3 Regular","5 Excelente","3 Regular","3 Regular","4 Buena","4 Buena","4 Buena","4 Buena","5 Excelente","4 Buena","4 Buena","2 Mala","Completamente de acuerdo","Creo que una simulación es la mejor opción para practicar una situación real. ","Creo que la cuestión que más me afectó personalmente fue el material o las fuentes de donde sacar la información para una intervención real de como se trata con los pacientes o en situaciones reales, no es lo mismo la información teórica o conocimiento teórico que ponerlo en práctica sin previo conocimiento. ","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","De acuerdo","Importante pero no indispensable","","Donde me concentro más","Creo que esto es 100% dependiente de cada alumno, puede que algunos prefieran más espacio otros les agrade la cercanía, pero en general no le veo problema de hecho lo opuesto, psicologicamente siempre es beneficioso el compañerismo o la cercanía a los demás. ","Comunicación;Motivación;Estado de ánimo;Aprendizaje significativo;Compañerismo;Participación","Lo único negativo que podría comentar sería si hubiera mal trato entre ciertos compañeros o si hace calor y el aula esta sofocada. "
"2025/05/21 6:41:59 p. m. GMT-6","Acepto","441-1","Masculino","21","Si","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","4 Buena","5 Excelente","Completamente de acuerdo","Debido a que la práctica hace al maestro, y si comenzamos a equivocarnos desde hoy, en la consulta con el paciente nos será más fácil debido a todo lo aprendido previamente. Considero que es más importante la práctica incluso que la simple lectura en las aulas. ","Al principio la vergüenza que nos puede traer, pero está con el tiempo y la confianza otorgada por el docente, así como la retroalimentación que nos da nos sirve mucho para un mejor desempeño. Lo queremos doc. Ontiveros 🫶🏻","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","La verdad el doctor es muy bueno, a mi opinión uno de los top en la universidad, no solo por su amplio conocimiento sino también por el esfuerzo y las ganas de enseñar y dedicación a su profesión. Lo repito!! Lo queremos doc Ontiveros, espero verlo pronto y gracias por todo el amor y cariño que deja en todos los alumnos que le tocan, sin duda alguna una buena inspiración y un buen ejemplo a seguir!!","Cómo éramos muchos en el salón, no había muchos lugares para escoge. ","Buena estrategia","Confianza;Comunicación;Motivación;Estado de ánimo;Empatía;Compañerismo;Discusión grupal;Participación;Trabajo en equipo","Puede que te distraigas, pero la verdad nunca me pasó, siempre intenté poner atención y me fue fácil debido a lo dinámico que es el profesor. "
"2025/05/21 6:48:43 p. m. GMT-6","Acepto","442-1","Femenino","21","Si","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","3 Regular","4 Buena","Completamente de acuerdo","Si, ya que esto nos enseña mejor a saber trabajar en equipo, saber como comunicarse bien en situaciones que pueden ser estresantes, a pensar rapido y tener la confianza de tomar decisiones rapidas.","Un inconveniente puede ser que la primera vez que vas hacer una simulación no sabes como hacerle ya que no sabes que esperar  ","De acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","","Donde escucho o veo mejor","Excelente idea, me encanta","Confianza;Comunicación;Motivación;Estado de ánimo;Compañerismo;Trabajo en equipo","A veces me puedo distraer poquito "
"2025/05/21 6:57:41 p. m. GMT-6","Acepto","441-3","Femenino","20","Si","5 Excelente","5 Excelente","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","3 Regular","4 Buena","4 Buena","4 Buena","4 Buena","4 Buena","Completamente de acuerdo","Si, porque así nos vamos familiarizando con el ambiente de un hospital y vamos adquiriendo experiencia.","Que los alumnos ganen confianza a la hora de estar frente una simulación. ","Completamente de acuerdo","De acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","No, todo bien, me gusta la dinámica. ","Donde escucho o veo mejor","Excelente idea, me encanta","Confianza;Comunicación;Motivación;Concentración;Estado de ánimo;Aprendizaje significativo;Empatía;Compañerismo;Discusión grupal;Participación;Trabajo en equipo","A veces me distrae un poquito porque unos compañeros hablan y me hacen perderme "
"2025/05/21 7:07:48 p. m. GMT-6","Acepto","442-3","Masculino","24","Si","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","La práctica hace al maestro","Los nervios al hacer algo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","Todo bien ","Donde escucho o veo mejor","Excelente idea, me encanta","Confianza;Comunicación;Motivación;Estado de ánimo;Aprendizaje significativo;Compañerismo;Participación","Depende del tipo de compañero que tenga a mi lado"
"2025/05/21 7:15:16 p. m. GMT-6","Acepto","441-3","Masculino","19","Si","5 Excelente","4 Buena","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","Sí, en lo personal creo que la simulación es una de las mejores herramientas que se pueden usar en la enseñanza de la medicina.

Me parece muy útil porque nos permite enfrentarnos a situaciones reales sin poner en riesgo a ningún paciente. Además, siento que nos ayuda a aprender mejor, a desarrollar confianza y a mejorar tanto nuestras habilidades técnicas como la forma en que trabajamos en equipo. 

Para mí, es una forma práctica y segura de prepararnos para lo que viviremos en un hospital.","En mi opinión, el inconveniente más importante al implementar el aprendizaje basado en simulación es el alto costo de los equipos y recursos necesarios, ya que no todas las instituciones cuentan con el presupuesto para mantener tecnología adecuada y personal capacitado.","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","No cambiaría absolutamente nada, fue la mejor clase que pude haber tenido🙏🏻","Donde están mis amigos","Excelente idea, me encanta","Confianza;Comunicación;Motivación;Estado de ánimo;Aprendizaje significativo;Compañerismo;Discusión grupal;Participación;Trabajo en equipo",". A veces, al tener tan cerca a los demás, es fácil empezar a platicar, perder la concentración o distraerse con lo que hacen, lo cual puede afectar el enfoque en la clase y el aprovechamiento del contenido."
"2025/05/21 7:48:06 p. m. GMT-6","Acepto","442-3","Femenino","20","Si","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","5 Excelente","Completamente de acuerdo","considero que nos ayuda a mejorar la confianza y nuestro desarrollo hacia el paciente ","no veo inconvenientes ","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Completamente de acuerdo","Muy importante","","Para estar cerca del docente","Me da igual","Confianza;Comunicación;Concentración;Aprendizaje significativo;Participación","hay momentos en que el espacio se torna incómodo ya que estamos demasiado cerca "
